0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.9098692,0.43766218,0.18130738,0.93821836,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.77065337,100000.0,1.0323192
-0.23457316,0.15630804,0.17543043,-0.052130457,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.94620657,100000.0,1.219609
0.16590464,1.4833775,-0.12140893,-1.105083,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.8651836,0.9872236,0.871212
-0.76358306,-0.3705229,0.120140985,-1.5766441,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.38441885,100000.0,1.1401048
-0.0089605125,0.16967817,1.5931612,-0.02421888,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.9535169,100000.0,1.1135724
-0.909268,1.2819309,0.7232503,-0.62557554,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.56667423,100000.0,1.0189252
-0.5368813,1.191317,2.0399969,-0.75194055,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.9543638,100000.0,1.0845753
1.1561866,-0.2494712,0.46508053,-0.17986634,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.9657858,1.0655743,0.98910594
0.3949182,0.7747478,1.6407534,-0.36094996,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.2343718,1.3165449,1.2820966
0.83232015,1.0080621,0.9775311,0.5135634,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66703194,100000.0,1.0298387
-0.42522278,-0.9468398,0.059395753,1.6108001,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.7916593,1.1165807,1.1001629
-2.423277,0.011060825,0.33862936,0.07228267,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.6092988,0.6714211,0.6505562
0.63535565,1.8266512,1.2994697,1.6441205,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.43323067,0.7081984,0.5647638
-0.018789252,-0.7674063,-1.6452978,-0.5018354,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.709364,1.1137565,0.95914936
1.3558778,1.8277925,0.28129572,0.32587108,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5735434,0.68779,0.65048295
1.0852021,-0.40330493,-1.4747005,-0.4767657,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.23006417,100000.0,1.0177985
0.22245072,-0.118983075,-0.9963328,-1.8004928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0971764,1.2110103,1.1601915
-0.5955073,1.0427475,-0.0075947014,0.8572052,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.46364173,100000.0,0.95031136
1.4431167,-0.13826731,-0.4289204,0.41117147,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.1174834,100000.0,1.1190245
-0.6397295,-1.4833212,-0.21666116,0.022920538,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.9420173,1.131529,1.1074648
-0.19045366,0.2416088,-0.20793104,-0.37831646,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8798783,100000.0,1.5563176
0.18851064,0.65630513,0.7746046,0.91769636,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.9217326,1.1104715,1.0606961
-0.43145463,0.269421,0.39125392,0.46669716,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.91112334,1.1141361,1.1140356
-0.32449415,-0.11596773,0.29890734,-1.1199733,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0655603,100000.0,1.1674844
0.77700603,-0.6767903,-0.2092743,0.39506865,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.92801934,0.96354604,0.9454761
-0.03954858,-0.4459429,-0.24989209,1.7112833,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0505044,1.205173,1.1200188
-0.809985,-1.4139252,-0.8971505,0.35185447,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.6270189,100000.0,1.031205
0.05728666,-0.94045407,0.6436945,0.08107669,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.77491134,100000.0,0.9418385
0.25643674,2.345524,0.5951876,0.7211226,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.35599163,0.5108049,0.49458128
-1.1595883,0.83687747,1.2825502,-1.2763207,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.3356766,100000.0,1.3512591
-0.32548118,-0.25801066,-1.0593011,0.042047434,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.1385299,100000.0,1.1544839
-0.7516806,-0.8684911,0.26461247,-0.9237208,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.56866586,100000.0,1.081561
2.3728852,1.8544658,-0.3569991,-0.1901643,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4718752,100000.0,0.701467
0.9438765,1.129861,1.0152305,0.16855846,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7534892,100000.0,0.9780661
-0.005843805,-0.33873633,-0.3622268,1.0087397,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.1454073,1.2091031,1.1824303
-1.8858998,-2.301077,-1.0256033,1.156439,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.6231576,0.8881391,0.80845845
-0.47841406,0.4755689,-1.6971653,-1.6122906,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.8662886,100000.0,0.9189655
0.0027354693,-1.4472666,-0.80559593,1.6860392,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5245951,100000.0,1.2486243
-0.18182217,-0.11232169,-0.10007684,0.80543894,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.9068029,100000.0,1.0939164
1.114029,-0.34226838,-1.0534028,-0.699242,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.8402163,0.9166973,0.8858865
0.023292745,0.2778708,0.46644112,-0.33120754,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7361643,100000.0,1.1590272
1.3498994,1.5780249,1.6810403,1.8160034,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.65231174,0.7769841,0.75689954
0.8156119,-0.36927298,-2.3180056,-1.296647,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.80308235,0.9845389,0.9711401
0.8307321,0.27165353,0.32861784,-2.2522087,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.2029027,100000.0,1.5600429
-2.2885635,0.26725033,0.31641045,-1.3558453,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.8239988,100000.0,0.86303943
0.9234482,0.48246828,2.6019657,0.3797795,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.8345074,100000.0,0.9391629
0.039233662,0.733579,-0.1827588,-0.7029188,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9281719,100000.0,0.9890118
-0.9018249,-0.43946338,-0.48724887,1.3010308,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.969374,1.2524151,1.0414885
-0.42411646,-0.39039177,0.47049513,0.75704026,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0057744,100000.0,1.2683955
